person_w_disabilty___1,person_w_disabilty___2,person_w_disabilty___3,person_w_disabilty___4,person_w_disabilty___5,person_w_disabilty___6,person_w_disabilty___7,activities_access___1,activities_access___2,activities_access___3,activities_access___4,activities_access___5,activities_access___6,income,age,zip_cd
0,1,0,0,0,0,0,1,1,1,1,1,1,2,3,32304
0,0,0,0,0,1,0,1,1,1,1,1,1,2,7,0
0,0,0,1,0,0,0,1,1,1,1,1,1,4,4,53536
0,0,0,1,1,1,0,1,1,1,1,1,1,2,3,91352
0,0,0,1,1,1,0,1,1,1,1,1,1,4,4,60046
0,0,1,1,0,0,0,1,1,1,1,1,1,6,5,60515
0,0,0,1,0,0,0,1,1,1,1,1,1,6,5,60515
0,0,0,1,0,0,0,1,1,1,1,1,1,5,3,60302
0,0,0,1,0,0,0,1,1,1,1,1,1,3,5,60119
0,0,0,1,0,0,0,1,1,1,1,1,1,0,6,63368
1,0,1,0,0,1,0,1,1,1,1,1,1,5,7,60439
0,0,1,1,1,1,0,1,1,1,1,1,1,5,3,60410
0,0,1,1,0,0,1,1,1,1,1,1,1,3,7,60193
0,0,0,1,0,0,0,1,1,1,1,1,1,6,7,53207
0,0,0,1,0,0,0,1,1,1,1,1,1,4,4,60455
0,0,1,1,1,1,0,1,1,1,1,1,1,5,4,60181
1,0,0,1,0,0,0,1,1,1,1,1,1,6,1,60615
0,0,0,1,1,1,0,1,1,1,1,1,1,5,4,60124
0,0,1,0,0,0,0,1,1,1,1,1,1,4,6,0
0,0,0,1,0,0,0,1,1,1,1,1,1,4,2,60954
0,0,0,1,1,1,0,1,1,1,1,1,1,5,4,60173
1,0,0,0,0,0,0,1,1,1,1,1,1,0,2,1603
0,0,0,1,1,0,0,1,1,1,1,1,1,1,2,80907
0,1,0,1,1,1,0,1,1,1,1,1,1,2,2,15206
1,0,1,1,1,1,0,1,1,1,1,1,1,4,2,19096
0,1,0,1,1,1,0,1,1,1,1,1,1,1,2,15213
0,0,0,1,0,1,0,1,1,1,1,1,1,5,4,74136
0,0,0,1,1,0,0,1,1,1,1,1,1,3,7,28144
0,0,0,1,1,0,0,1,1,1,1,1,1,4,6,90044
0,0,0,1,0,0,0,1,1,1,1,1,1,1,6,92543
0,0,0,1,0,0,0,1,1,1,1,1,1,6,6,23185
0,0,0,1,0,1,0,1,1,1,1,1,1,3,7,63136
0,0,0,1,1,1,0,1,1,1,1,1,1,0,3,84096
0,0,0,1,1,1,1,1,1,1,1,1,1,6,7,53122
0,0,0,1,0,0,0,1,1,1,1,1,1,5,4,97233
0,0,0,1,0,0,0,1,1,1,1,1,1,2,4,85282
0,0,0,1,0,1,0,1,1,1,1,1,1,2,3,36804
0,0,0,1,0,0,0,1,1,1,1,1,1,3,3,85716
0,0,0,0,0,1,0,1,1,1,1,1,1,2,3,80026
0,0,0,0,0,0,1,1,1,1,1,1,1,6,8,71261
0,0,0,0,0,0,1,1,1,1,1,1,1,6,8,71261
0,0,0,1,0,0,0,1,1,1,1,1,1,2,5,15216
0,0,0,1,1,1,1,1,1,1,1,1,1,0,6,15613
0,0,0,0,0,0,1,1,1,1,1,1,1,3,7,55313
0,0,0,1,0,0,0,1,1,1,1,1,1,0,4,75063
0,0,0,1,0,0,0,1,1,1,1,1,1,3,6,15012
1,1,1,1,1,1,0,1,1,1,1,1,1,0,5,55113
0,0,1,1,1,1,0,1,1,1,1,1,1,0,5,55126
0,0,1,0,0,0,0,1,1,1,1,1,1,1,4,15090
0,0,1,0,0,0,0,1,1,1,1,1,1,0,3,21206
0,0,0,1,1,1,0,1,1,1,1,1,1,0,3,15044
0,0,0,1,0,0,0,1,1,1,1,1,1,2,6,15208
0,0,0,1,0,0,0,1,1,1,1,1,1,4,3,16701
0,0,1,0,1,1,0,0,0,0,0,0,0,3,6,8876
0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,60565
0,0,1,1,1,1,0,1,0,0,0,0,0,0,2,7852
0,0,0,1,0,0,0,1,0,0,0,0,0,3,7,15131
0,0,1,1,1,1,0,1,0,0,0,0,0,6,7,60012
0,0,0,1,1,1,0,1,1,0,0,0,0,0,6,20777
0,0,1,0,1,1,0,0,1,1,0,0,0,4,7,8857
0,0,1,1,1,0,0,1,0,0,1,0,0,0,7,15146
0,1,0,0,0,0,0,1,0,0,1,0,0,0,7,15033
0,0,1,1,0,0,0,1,1,0,1,1,0,6,7,0
0,0,0,1,0,0,0,1,1,0,1,1,0,4,7,60805
0,0,1,1,1,1,1,1,1,0,1,1,0,2,7,60640
0,0,0,1,0,0,0,0,0,1,1,1,0,0,5,33193
0,0,0,1,0,0,0,1,1,1,1,1,0,2,7,15001
0,0,0,1,0,0,0,0,0,0,0,0,1,3,6,97479
0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,97527
0,0,0,1,0,0,0,0,0,0,0,0,1,4,6,29710
1,0,0,1,0,0,0,1,0,0,1,0,1,3,7,8831
0,0,0,0,0,0,1,1,1,0,1,0,1,6,8,7461
0,0,1,0,0,0,0,1,1,1,1,0,1,2,6,15220
0,1,0,0,0,0,1,1,1,0,0,1,1,4,8,85281
0,0,1,1,1,1,0,1,0,0,1,1,1,0,7,63136
0,0,0,1,1,1,0,1,1,0,1,1,1,2,6,16301
0,0,0,1,0,0,0,1,1,0,1,1,1,5,7,92234
0,0,0,0,0,0,1,1,1,0,1,1,1,0,7,15216
1,0,0,0,0,0,1,1,1,0,1,1,1,0,8,92656
0,0,0,1,0,0,0,1,1,0,1,1,1,1,4,60016
0,0,0,0,0,1,0,1,1,0,1,1,1,0,5,97470
0,0,0,0,0,1,0,1,1,1,1,1,1,6,5,22630
0,1,1,1,0,0,0,1,1,1,1,1,1,0,2,7747
0,0,0,1,1,0,0,1,1,1,1,1,1,6,7,89120
1,0,0,1,1,1,0,1,1,1,1,1,1,3,5,10310
0,0,0,1,0,0,0,1,1,1,1,1,1,6,3,94402
0,0,0,1,0,0,0,1,1,1,1,1,1,3,4,28078
0,0,0,1,1,0,0,1,1,1,1,1,1,3,7,36805
