PC1	PC2
continuous	continuous
variance=0.181953	variance=0.142462
4.326117918900076	-0.012736688883325178
3.844118848618143	-0.34366170587805556
4.603066266165793	1.3835502123882009
4.424981171877953	0.14246409491729767
3.122053689699034	4.13383188367906
3.66929651260887	0.14187380050740167
4.61741350161919	-0.15844362794559377
3.6692977968586837	0.14187209962774788
4.828080628046762	1.3166849779098297
4.32389371350765	0.08158543616355901
4.892042689999163	1.2319726667524813
3.1982773814046244	1.0371372293235843
4.600579463567059	0.5360926400128294
4.603251987428578	0.5325531094532784
4.572962955581427	0.5726683560880752
3.65943741394517	-0.19279018078233498
3.5796345492517103	-0.23346403134810223
3.0858654357040023	1.8628574759177192
4.130221846085118	2.0714258217262556
4.74802103783726	-2.659075391174826
4.513494866403824	-2.368596295023535
4.506242910145407	-2.6153368605239713
4.482066272434575	-2.546930209441275
4.466606256912988	-2.6364339408215973
3.1315279450199482	1.2910024286498611
4.482368071140706	-2.5473299161599177
3.6207123475117213	-0.3978472886071733
3.7086390621964136	1.1408239932841546
3.6207123475117213	-0.3978472886071733
3.916988062400929	0.07251954749671435
2.9872904331492003	0.7334511072980552
3.6343076742668945	0.4995483094670579
4.562565480955033	0.915557592990929
3.4549188779299107	1.5054990504380286
4.602852968414626	-2.4869435013347143
3.0009065182359516	3.809035294621581
3.6831081725137977	-0.16915048379492645
3.577853294760635	-0.2311049112682861
4.564366570009054	-2.435971539869733
4.479789981795091	2.873914828824022
4.70782337628559	1.6197351079203273
4.727748958976578	1.8860772837174142
3.817651816519959	0.8047433553794037
4.89143625669936	1.8245954722846918
3.834071787795739	0.4902645845002142
4.217287217936356	2.0571445407306355
3.8253593499090193	0.8495249864635062
4.680078342334029	1.6378781927947335
4.66723082248582	1.7462699943378246
4.798371314767171	1.097100941891607
3.7313564197454365	0.7362815607432615
4.212889185410389	3.2789942250549706
4.666122083304824	-0.21435159524096828
2.8166593141919596	1.3136796587359092
2.042303762263361	1.3958630703258306
2.5252485100876068	0.06431015633226828
3.492226678747626	0.9053411925050476
3.207612029362849	-0.32548425063205855
2.9248864800036305	1.3167079399241925
3.1993988331004255	-0.16824061299332935
2.5252497943374204	0.06430845545261447
2.9089657503521464	1.4291699464788192
2.517537123949107	0.019533627887127234
2.592845350556518	0.29506079377484606
3.717719335541365	0.901774235910209
2.513547378485364	-0.121548251281225
2.053870525363519	0.6487140877798967
3.3385123745383565	-2.826503814422357
3.3444454933916505	-2.925738079909406
3.233190522098148	-2.0639637605443117
5.572101563529615	2.3350540335910033
4.899297636393432	0.7466513159440368
4.894069497365933	1.5589977864512397
3.536512272606732	6.174041704466731
4.333223609906381	2.7750771126927436
4.830938142605349	1.8989550613780077
5.112662004682414	2.3467897143454337
5.121893956899531	2.4623258836007684
4.141011187379611	1.2006124355612038
4.120519320614561	2.1795403730064806
4.169361232577136	1.3458179201766562
5.053434183915845	1.2403005798315796
4.1825545471782135	1.4383237041459294
4.221441198519654	1.4604140981613731
4.4559102418176595	1.5727217858729743
5.029100018072164	-0.5083939704272258
3.797929590161199	2.166403747203814
2.8357965658918527	4.148186700487203
3.561573802855544	0.39617892183757164
3.3058362050636916	2.6687566947157273
3.8000517919964465	1.760881948857616
2.8596678837001996	4.281539980901348
2.4409632017021323	1.7283903644868814
2.8819101225406305	1.056526684229142
3.312306716291966	3.319243340203797
3.490714436878356	3.6304838196040654
2.6200821532310545	1.8222698109653404
