eps1, min_samples1, n_clusters_, n_noise_
661, 15, 1, 0
661, 16, 1, 0
661, 17, 1, 0
661, 18, 1, 0
661, 19, 1, 0
671, 1, 1, 0
671, 2, 1, 0
671, 3, 1, 0
671, 4, 1, 0
671, 5, 1, 0
671, 6, 1, 0
671, 7, 1, 0
671, 8, 1, 0
671, 9, 1, 0
671, 10, 1, 0
671, 11, 1, 0
671, 12, 1, 0
671, 13, 1, 0
671, 14, 1, 0
671, 15, 1, 0
671, 16, 1, 0
671, 17, 1, 0
671, 18, 1, 0
671, 19, 1, 0
681, 1, 1, 0
681, 2, 1, 0
681, 3, 1, 0
681, 4, 1, 0
681, 5, 1, 0
681, 6, 1, 0
681, 7, 1, 0
681, 8, 1, 0
681, 9, 1, 0
681, 10, 1, 0
681, 11, 1, 0
681, 12, 1, 0
681, 13, 1, 0
681, 14, 1, 0
681, 15, 1, 0
681, 16, 1, 0
681, 17, 1, 0
681, 18, 1, 0
681, 19, 1, 0
691, 1, 1, 0
691, 2, 1, 0
691, 3, 1, 0
691, 4, 1, 0
691, 5, 1, 0
691, 6, 1, 0
691, 7, 1, 0
691, 8, 1, 0
691, 9, 1, 0
691, 10, 1, 0
691, 11, 1, 0
691, 12, 1, 0
691, 13, 1, 0
691, 14, 1, 0
691, 15, 1, 0
691, 16, 1, 0
691, 17, 1, 0
691, 18, 1, 0
691, 19, 1, 0
701, 1, 1, 0
701, 2, 1, 0
701, 3, 1, 0
701, 4, 1, 0
701, 5, 1, 0
701, 6, 1, 0
701, 7, 1, 0
701, 8, 1, 0
701, 9, 1, 0
701, 10, 1, 0
701, 11, 1, 0
701, 12, 1, 0
701, 13, 1, 0
701, 14, 1, 0
701, 15, 1, 0
701, 16, 1, 0
701, 17, 1, 0
701, 18, 1, 0
701, 19, 1, 0
711, 1, 1, 0
711, 2, 1, 0
711, 3, 1, 0
711, 4, 1, 0
711, 5, 1, 0
711, 6, 1, 0
711, 7, 1, 0
711, 8, 1, 0
711, 9, 1, 0
711, 10, 1, 0
711, 11, 1, 0
711, 12, 1, 0
711, 13, 1, 0
711, 14, 1, 0
711, 15, 1, 0
711, 16, 1, 0
711, 17, 1, 0
711, 18, 1, 0
711, 19, 1, 0
721, 1, 1, 0
721, 2, 1, 0
721, 3, 1, 0
721, 4, 1, 0
721, 5, 1, 0
721, 6, 1, 0
721, 7, 1, 0
721, 8, 1, 0
721, 9, 1, 0
721, 10, 1, 0
721, 11, 1, 0
721, 12, 1, 0
721, 13, 1, 0
721, 14, 1, 0
721, 15, 1, 0
721, 16, 1, 0
721, 17, 1, 0
721, 18, 1, 0
721, 19, 1, 0
731, 1, 1, 0
731, 2, 1, 0
731, 3, 1, 0
731, 4, 1, 0
731, 5, 1, 0
731, 6, 1, 0
731, 7, 1, 0
731, 8, 1, 0
731, 9, 1, 0
731, 10, 1, 0
731, 11, 1, 0
731, 12, 1, 0
731, 13, 1, 0
731, 14, 1, 0
731, 15, 1, 0
731, 16, 1, 0
731, 17, 1, 0
731, 18, 1, 0
731, 19, 1, 0
741, 1, 1, 0
741, 2, 1, 0
741, 3, 1, 0
741, 4, 1, 0
741, 5, 1, 0
741, 6, 1, 0
741, 7, 1, 0
741, 8, 1, 0
741, 9, 1, 0
741, 10, 1, 0
741, 11, 1, 0
741, 12, 1, 0
741, 13, 1, 0
741, 14, 1, 0
741, 15, 1, 0
741, 16, 1, 0
741, 17, 1, 0
741, 18, 1, 0
741, 19, 1, 0
751, 1, 1, 0
751, 2, 1, 0
751, 3, 1, 0
751, 4, 1, 0
751, 5, 1, 0
751, 6, 1, 0
751, 7, 1, 0
751, 8, 1, 0
751, 9, 1, 0
751, 10, 1, 0
751, 11, 1, 0
751, 12, 1, 0
751, 13, 1, 0
751, 14, 1, 0
751, 15, 1, 0
751, 16, 1, 0
751, 17, 1, 0
751, 18, 1, 0
751, 19, 1, 0
761, 1, 1, 0
761, 2, 1, 0
761, 3, 1, 0
761, 4, 1, 0
761, 5, 1, 0
761, 6, 1, 0
761, 7, 1, 0
761, 8, 1, 0
761, 9, 1, 0
761, 10, 1, 0
761, 11, 1, 0
761, 12, 1, 0
761, 13, 1, 0
761, 14, 1, 0
761, 15, 1, 0
761, 16, 1, 0
761, 17, 1, 0
761, 18, 1, 0
761, 19, 1, 0
771, 1, 1, 0
771, 2, 1, 0
771, 3, 1, 0
771, 4, 1, 0
771, 5, 1, 0
771, 6, 1, 0
771, 7, 1, 0
771, 8, 1, 0
771, 9, 1, 0
771, 10, 1, 0
771, 11, 1, 0
771, 12, 1, 0
771, 13, 1, 0
771, 14, 1, 0
771, 15, 1, 0
771, 16, 1, 0
771, 17, 1, 0
771, 18, 1, 0
771, 19, 1, 0
781, 1, 1, 0
781, 2, 1, 0
781, 3, 1, 0
781, 4, 1, 0
781, 5, 1, 0
781, 6, 1, 0
781, 7, 1, 0
781, 8, 1, 0
781, 9, 1, 0
781, 10, 1, 0
781, 11, 1, 0
781, 12, 1, 0
781, 13, 1, 0
781, 14, 1, 0
781, 15, 1, 0
781, 16, 1, 0
781, 17, 1, 0
781, 18, 1, 0
781, 19, 1, 0
791, 1, 1, 0
791, 2, 1, 0
791, 3, 1, 0
791, 4, 1, 0
791, 5, 1, 0
791, 6, 1, 0
791, 7, 1, 0
791, 8, 1, 0
791, 9, 1, 0
791, 10, 1, 0
791, 11, 1, 0
791, 12, 1, 0
791, 13, 1, 0
791, 14, 1, 0
791, 15, 1, 0
791, 16, 1, 0
791, 17, 1, 0
791, 18, 1, 0
791, 19, 1, 0
801, 1, 1, 0
801, 2, 1, 0
801, 3, 1, 0
801, 4, 1, 0
801, 5, 1, 0
801, 6, 1, 0
801, 7, 1, 0
801, 8, 1, 0
801, 9, 1, 0
801, 10, 1, 0
801, 11, 1, 0
801, 12, 1, 0
801, 13, 1, 0
801, 14, 1, 0
801, 15, 1, 0
801, 16, 1, 0
801, 17, 1, 0
801, 18, 1, 0
801, 19, 1, 0
811, 1, 1, 0
811, 2, 1, 0
811, 3, 1, 0
811, 4, 1, 0
811, 5, 1, 0
811, 6, 1, 0
811, 7, 1, 0
811, 8, 1, 0
811, 9, 1, 0
811, 10, 1, 0
811, 11, 1, 0
811, 12, 1, 0
811, 13, 1, 0
811, 14, 1, 0
811, 15, 1, 0
811, 16, 1, 0
811, 17, 1, 0
811, 18, 1, 0
811, 19, 1, 0
821, 1, 1, 0
821, 2, 1, 0
821, 3, 1, 0
821, 4, 1, 0
821, 5, 1, 0
821, 6, 1, 0
821, 7, 1, 0
821, 8, 1, 0
821, 9, 1, 0
821, 10, 1, 0
821, 11, 1, 0
821, 12, 1, 0
821, 13, 1, 0
821, 14, 1, 0
821, 15, 1, 0
821, 16, 1, 0
821, 17, 1, 0
821, 18, 1, 0
821, 19, 1, 0
831, 1, 1, 0
831, 2, 1, 0
831, 3, 1, 0
831, 4, 1, 0
831, 5, 1, 0
831, 6, 1, 0
831, 7, 1, 0
831, 8, 1, 0
831, 9, 1, 0
831, 10, 1, 0
831, 11, 1, 0
831, 12, 1, 0
831, 13, 1, 0
831, 14, 1, 0
831, 15, 1, 0
831, 16, 1, 0
831, 17, 1, 0
831, 18, 1, 0
831, 19, 1, 0
841, 1, 1, 0
841, 2, 1, 0
841, 3, 1, 0
841, 4, 1, 0
841, 5, 1, 0
841, 6, 1, 0
841, 7, 1, 0
841, 8, 1, 0
841, 9, 1, 0
841, 10, 1, 0
841, 11, 1, 0
841, 12, 1, 0
841, 13, 1, 0
841, 14, 1, 0
841, 15, 1, 0
841, 16, 1, 0
841, 17, 1, 0
841, 18, 1, 0
841, 19, 1, 0
851, 1, 1, 0
851, 2, 1, 0
851, 3, 1, 0
851, 4, 1, 0
851, 5, 1, 0
851, 6, 1, 0
851, 7, 1, 0
851, 8, 1, 0
851, 9, 1, 0
851, 10, 1, 0
851, 11, 1, 0
851, 12, 1, 0
851, 13, 1, 0
851, 14, 1, 0
851, 15, 1, 0
851, 16, 1, 0
851, 17, 1, 0
851, 18, 1, 0
851, 19, 1, 0
861, 1, 1, 0
861, 2, 1, 0
861, 3, 1, 0
861, 4, 1, 0
861, 5, 1, 0
861, 6, 1, 0
861, 7, 1, 0
861, 8, 1, 0
861, 9, 1, 0
861, 10, 1, 0
861, 11, 1, 0
861, 12, 1, 0
861, 13, 1, 0
861, 14, 1, 0
861, 15, 1, 0
861, 16, 1, 0
861, 17, 1, 0
861, 18, 1, 0
861, 19, 1, 0
871, 1, 1, 0
871, 2, 1, 0
871, 3, 1, 0
871, 4, 1, 0
871, 5, 1, 0
871, 6, 1, 0
871, 7, 1, 0
871, 8, 1, 0
871, 9, 1, 0
871, 10, 1, 0
871, 11, 1, 0
871, 12, 1, 0
871, 13, 1, 0
871, 14, 1, 0
871, 15, 1, 0
871, 16, 1, 0
871, 17, 1, 0
871, 18, 1, 0
871, 19, 1, 0
881, 1, 1, 0
881, 2, 1, 0
881, 3, 1, 0
881, 4, 1, 0
881, 5, 1, 0
881, 6, 1, 0
881, 7, 1, 0
881, 8, 1, 0
881, 9, 1, 0
881, 10, 1, 0
881, 11, 1, 0
881, 12, 1, 0
881, 13, 1, 0
881, 14, 1, 0
881, 15, 1, 0
881, 16, 1, 0
881, 17, 1, 0
881, 18, 1, 0
881, 19, 1, 0
891, 1, 1, 0
891, 2, 1, 0
891, 3, 1, 0
891, 4, 1, 0
891, 5, 1, 0
891, 6, 1, 0
891, 7, 1, 0
891, 8, 1, 0
891, 9, 1, 0
891, 10, 1, 0
891, 11, 1, 0
891, 12, 1, 0
891, 13, 1, 0
891, 14, 1, 0
891, 15, 1, 0
891, 16, 1, 0
891, 17, 1, 0
891, 18, 1, 0
891, 19, 1, 0
901, 1, 1, 0
901, 2, 1, 0
901, 3, 1, 0
901, 4, 1, 0
901, 5, 1, 0
901, 6, 1, 0
901, 7, 1, 0
901, 8, 1, 0
901, 9, 1, 0
901, 10, 1, 0
901, 11, 1, 0
901, 12, 1, 0
901, 13, 1, 0
901, 14, 1, 0
901, 15, 1, 0
901, 16, 1, 0
901, 17, 1, 0
901, 18, 1, 0
901, 19, 1, 0
911, 1, 1, 0
911, 2, 1, 0
911, 3, 1, 0
911, 4, 1, 0
911, 5, 1, 0
911, 6, 1, 0
911, 7, 1, 0
911, 8, 1, 0
911, 9, 1, 0
911, 10, 1, 0
911, 11, 1, 0
911, 12, 1, 0
911, 13, 1, 0
911, 14, 1, 0
911, 15, 1, 0
911, 16, 1, 0
911, 17, 1, 0
911, 18, 1, 0
911, 19, 1, 0
921, 1, 1, 0
921, 2, 1, 0
921, 3, 1, 0
921, 4, 1, 0
921, 5, 1, 0
921, 6, 1, 0
921, 7, 1, 0
921, 8, 1, 0
921, 9, 1, 0
921, 10, 1, 0
921, 11, 1, 0
921, 12, 1, 0
921, 13, 1, 0
921, 14, 1, 0
921, 15, 1, 0
921, 16, 1, 0
921, 17, 1, 0
921, 18, 1, 0
921, 19, 1, 0
931, 1, 1, 0
931, 2, 1, 0
931, 3, 1, 0
931, 4, 1, 0
931, 5, 1, 0
931, 6, 1, 0
931, 7, 1, 0
931, 8, 1, 0
931, 9, 1, 0
931, 10, 1, 0
931, 11, 1, 0
931, 12, 1, 0
931, 13, 1, 0
931, 14, 1, 0
931, 15, 1, 0
931, 16, 1, 0
931, 17, 1, 0
931, 18, 1, 0
931, 19, 1, 0
941, 1, 1, 0
941, 2, 1, 0
941, 3, 1, 0
941, 4, 1, 0
941, 5, 1, 0
941, 6, 1, 0
941, 7, 1, 0
941, 8, 1, 0
941, 9, 1, 0
941, 10, 1, 0
941, 11, 1, 0
941, 12, 1, 0
941, 13, 1, 0
941, 14, 1, 0
941, 15, 1, 0
941, 16, 1, 0
941, 17, 1, 0
941, 18, 1, 0
941, 19, 1, 0
951, 1, 1, 0
951, 2, 1, 0
951, 3, 1, 0
951, 4, 1, 0
951, 5, 1, 0
951, 6, 1, 0
951, 7, 1, 0
951, 8, 1, 0
951, 9, 1, 0
951, 10, 1, 0
951, 11, 1, 0
951, 12, 1, 0
951, 13, 1, 0
951, 14, 1, 0
951, 15, 1, 0
951, 16, 1, 0
951, 17, 1, 0
951, 18, 1, 0
951, 19, 1, 0
961, 1, 1, 0
961, 2, 1, 0
961, 3, 1, 0
961, 4, 1, 0
961, 5, 1, 0
961, 6, 1, 0
961, 7, 1, 0
961, 8, 1, 0
961, 9, 1, 0
961, 10, 1, 0
961, 11, 1, 0
961, 12, 1, 0
961, 13, 1, 0
961, 14, 1, 0
961, 15, 1, 0
961, 16, 1, 0
961, 17, 1, 0
961, 18, 1, 0
961, 19, 1, 0
971, 1, 1, 0
971, 2, 1, 0
971, 3, 1, 0
971, 4, 1, 0
971, 5, 1, 0
971, 6, 1, 0
971, 7, 1, 0
971, 8, 1, 0
971, 9, 1, 0
971, 10, 1, 0
971, 11, 1, 0
971, 12, 1, 0
971, 13, 1, 0
971, 14, 1, 0
971, 15, 1, 0
971, 16, 1, 0
971, 17, 1, 0
971, 18, 1, 0
971, 19, 1, 0
981, 1, 1, 0
981, 2, 1, 0
981, 3, 1, 0
981, 4, 1, 0
981, 5, 1, 0
981, 6, 1, 0
981, 7, 1, 0
981, 8, 1, 0
981, 9, 1, 0
981, 10, 1, 0
981, 11, 1, 0
981, 12, 1, 0
981, 13, 1, 0
981, 14, 1, 0
981, 15, 1, 0
981, 16, 1, 0
981, 17, 1, 0
981, 18, 1, 0
981, 19, 1, 0
991, 1, 1, 0
991, 2, 1, 0
991, 3, 1, 0
991, 4, 1, 0
991, 5, 1, 0
991, 6, 1, 0
991, 7, 1, 0
991, 8, 1, 0
991, 9, 1, 0
991, 10, 1, 0
991, 11, 1, 0
991, 12, 1, 0
991, 13, 1, 0
991, 14, 1, 0
991, 15, 1, 0
991, 16, 1, 0
991, 17, 1, 0
991, 18, 1, 0
991, 19, 1, 0
