Cluster,person_w_disabilty___1,person_w_disabilty___2,person_w_disabilty___3,person_w_disabilty___4,person_w_disabilty___5,person_w_disabilty___6,person_w_disabilty___7,activities_access___1,activities_access___2,activities_access___3,activities_access___4,activities_access___5,activities_access___6,income,age,zip_cd
C4,0,0,1,0,0,0,0,1,1,0,1,1,1,1.0,0.42857142857142855,0.08796631291204374
C3,0,0,0,1,0,0,0,1,1,0,1,1,1,1.0,0.7142857142857142,0.07959479015918958
C3,1,0,0,1,0,0,0,1,1,0,1,1,1,1.0,1.0,0.34856890175269334
C3,0,0,0,1,0,0,0,1,1,0,1,1,1,0.5,0.7142857142857142,0.21113724071394113
C3,0,0,0,1,0,0,0,1,1,0,1,1,1,0.8333333333333333,0.7142857142857142,0.1990070750924586
C3,0,0,0,1,1,1,0,1,1,0,1,1,1,0.8333333333333333,1.0,0.6201157742402316
C2,0,0,0,1,0,0,0,1,1,0,1,1,1,0.0,0.8571428571428571,0.0854337514069786
C3,0,0,0,1,0,0,0,1,1,0,1,1,1,0.5,0.7142857142857142,0.1923239266763145
C2,0,0,0,1,1,1,0,1,1,0,1,1,1,0.16666666666666666,0.7142857142857142,0.1915802379803827
C2,0,0,0,1,1,1,0,1,1,0,1,1,1,0.16666666666666666,0.8571428571428571,0.1815404405853031
C3,0,0,0,1,0,0,0,1,1,0,1,1,1,1.0,0.8571428571428571,0.08093141984241839
C2,0,0,0,1,1,1,0,1,1,0,1,1,1,0.16666666666666666,0.5714285714285714,0.8985367422415179
C2,0,0,0,0,1,1,1,1,1,0,1,1,1,0.0,1.0,0.33191630487216595
C2,0,0,0,1,1,1,0,1,1,0,1,1,1,0.0,0.7142857142857142,0.9623432223830197
C5,0,1,0,0,0,0,1,1,1,0,1,1,1,0.6666666666666666,0.5714285714285714,0.9729558610709117
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,1.0,0.8571428571428571,0.1574610065926998
C2,0,1,0,0,0,0,1,1,1,0,1,1,1,0.0,0.8571428571428571,0.15312952243125905
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.8333333333333333,1.0,0.15297877472262422
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.8333333333333333,1.0,0.9863322077504422
C2,0,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0.8571428571428571,0.16234523235246823
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.6666666666666666,0.8571428571428571,0.15303907380607815
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.5,0.8571428571428571,0.15318982151471297
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.8333333333333333,0.8571428571428571,0.15183309213699953
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.6666666666666666,0.8571428571428571,0.1571997105643994
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.8333333333333333,0.8571428571428571,0.15276772793053545
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.5,1.0,0.15302902395883583
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,1.0,0.8571428571428571,0.15303907380607815
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.8333333333333333,0.8571428571428571,0.15301897411159351
C2,0,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0.8571428571428571,0.1513607493166104
C3,0,0,0,1,0,0,0,1,1,0,1,1,1,0.6666666666666666,0.8571428571428571,0.15281797716674705
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.5,1.0,0.15318982151471297
C2,0,0,0,0,0,0,1,1,1,0,1,1,1,0.0,1.0,0.1649380929409873
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.8333333333333333,0.8571428571428571,0.15218483679048078
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,1.0,0.8571428571428571,0.16416425470332852
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.5,0.8571428571428571,0.1514612477890336
C2,0,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0.8571428571428571,0.16185278983759446
C2,0,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0.8571428571428571,0.1511899019134909
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,1.0,1.0,0.15318982151471297
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.6666666666666666,1.0,0.15316972182022834
C2,0,0,0,1,1,0,0,1,1,0,1,1,1,0.0,0.7142857142857142,0.15690826499437208
C5,0,0,1,1,0,0,0,1,1,0,1,1,1,0.3333333333333333,0.7142857142857142,0.7822097604116417
C3,0,0,0,1,0,0,0,1,1,0,1,1,1,1.0,1.0,0.15318982151471297
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.5,0.8571428571428571,0.15377271265476763
C2,0,0,0,0,0,0,1,1,1,0,1,1,1,0.0,0.8571428571428571,0.15177279305354557
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.8333333333333333,1.0,0.07498191027496381
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,1.0,1.0,0.8570610226724553
C5,1,0,0,0,0,0,1,1,1,0,1,1,1,0.0,1.0,0.8570610226724553
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.6666666666666666,0.8571428571428571,0.4978091333011738
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.6666666666666666,1.0,0.8570610226724553
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,1.0,1.0,0.8570610226724553
C5,0,1,0,1,0,0,0,1,1,0,1,1,1,0.0,0.8571428571428571,0.8570610226724553
C5,0,0,0,1,0,0,0,1,1,0,1,1,1,0.8333333333333333,0.42857142857142855,0.46573002090368226
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,1.0,1.0,0.6030913330117382
C2,0,0,0,1,0,0,0,1,1,0,1,1,1,0.0,0.8571428571428571,0.6110809615693842
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.8333333333333333,0.8571428571428571,0.6092016401350699
C3,0,0,0,1,0,0,0,1,1,0,1,1,1,0.6666666666666666,0.7142857142857142,0.151410998552822
C3,0,0,0,1,1,1,0,1,1,0,1,1,1,0.6666666666666666,0.7142857142857142,0.46341855603794824
C4,0,0,1,1,1,1,0,1,1,0,1,1,1,0.5,0.42857142857142855,0.3540159189580318
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.5,0.8571428571428571,0.8580660073966876
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.8333333333333333,0.8571428571428571,0.8570610226724553
C5,0,1,0,0,0,0,0,1,1,0,1,1,1,1.0,1.0,0.8571313716031517
C5,0,0,0,0,0,0,1,1,1,0,1,1,1,0.0,1.0,0.8570610226724553
C5,0,1,0,0,0,0,0,1,1,0,1,1,1,1.0,1.0,0.8571313716031517
C3,1,0,0,0,0,0,1,1,1,0,1,1,1,1.0,1.0,0.8570610226724553
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,1.0,1.0,0.8570610226724553
C5,0,0,0,1,0,0,0,1,1,0,1,1,1,1.0,1.0,0.8570610226724553
C3,0,0,0,1,0,0,0,1,1,0,1,1,1,0.6666666666666666,0.5714285714285714,0.27240110950313556
C2,0,0,0,1,0,0,0,1,1,0,1,1,1,0.0,0.5714285714285714,0.282842900787908
C4,0,1,1,1,1,1,0,1,1,0,1,1,1,1.0,0.5714285714285714,0.301605965589323
C2,0,0,0,1,0,0,0,1,1,0,1,1,1,0.3333333333333333,0.7142857142857142,0.4568459559414697
C4,1,1,1,1,1,0,1,1,1,0,1,1,1,0.8333333333333333,0.8571428571428571,0.006261054831966554
C2,0,0,0,1,1,0,0,1,1,0,1,1,1,0.0,0.7142857142857142,0.389642627432063
C3,0,0,0,1,1,1,0,1,1,0,1,1,1,0.6666666666666666,0.8571428571428571,0.44276611995497667
C5,1,0,0,1,1,0,0,1,1,0,1,1,1,0.8333333333333333,0.7142857142857142,0.8617241517928927
C2,0,0,0,1,0,1,0,1,1,0,1,1,1,0.0,0.5714285714285714,0.3381472101624055
C3,1,1,0,0,0,0,0,1,1,0,1,1,1,0.5,0.8571428571428571,0.2794963016562148
C5,0,0,0,1,0,0,0,1,1,0,1,1,1,0.16666666666666666,0.42857142857142855,0.8578047113683872
C3,1,0,0,0,0,0,1,1,1,0,1,1,1,0.6666666666666666,1.0,0.3721156938414536
C3,1,0,0,0,0,0,1,1,1,0,1,1,1,0.6666666666666666,1.0,0.3721156938414536
C3,0,0,0,0,0,0,1,1,1,0,1,1,1,0.6666666666666666,1.0,0.15316972182022834
C5,0,0,0,1,0,0,0,1,1,0,1,1,1,0.8333333333333333,0.7142857142857142,0.6368387200514553
C3,0,0,0,1,0,0,1,1,1,0,1,1,1,0.6666666666666666,0.8571428571428571,0.5558872005145522
C5,0,0,0,1,0,0,0,1,1,0,1,1,1,1.0,0.5714285714285714,0.7839785335262904
C3,0,0,0,1,1,1,0,1,1,0,1,1,1,1.0,0.7142857142857142,0.2766421450393954
C2,0,0,0,1,0,1,0,0,0,1,1,1,1,0.5,0.42857142857142855,0.4759406657018813
C4,0,0,0,1,0,0,0,0,0,1,1,1,1,0.8333333333333333,0.0,0.6047294581122367
C5,0,0,0,1,0,0,0,1,0,1,1,1,1,1.0,0.5714285714285714,0.923731709278019
C2,0,0,1,1,0,0,0,1,0,1,1,1,1,0.16666666666666666,0.8571428571428571,0.22211167390255668
C2,0,0,0,1,0,0,0,1,0,1,1,1,1,0.0,0.7142857142857142,0.08091132014793374
C4,0,1,0,0,0,0,0,1,0,1,1,1,1,0.0,0.2857142857142857,0.20294661521144877
C2,0,0,0,1,0,0,0,1,0,1,1,1,1,0.0,0.7142857142857142,0.3230121402154687
C2,0,0,0,1,1,0,0,1,0,1,1,1,1,0.3333333333333333,0.7142857142857142,0.152878276250201
C2,0,0,0,1,0,1,0,1,0,1,1,1,1,0.0,0.42857142857142855,0.18596237337192476
C2,0,1,0,1,0,1,0,1,0,1,1,1,1,0.6666666666666666,0.7142857142857142,0.15311947258401673
C4,0,0,0,1,1,0,0,1,0,1,1,1,1,1.0,0.42857142857142855,0.017848528702363725
C2,0,1,0,1,1,1,0,1,0,1,1,1,1,0.3333333333333333,0.7142857142857142,0.08128316449589966
C3,0,0,1,1,1,1,1,1,0,1,1,1,1,1.0,1.0,0.1527878276250201
C5,0,1,0,1,0,0,1,1,0,1,1,1,1,1.0,1.0,0.8570610226724553
C5,0,0,0,1,0,0,0,1,0,1,1,1,1,0.3333333333333333,0.7142857142857142,0.6728975719569062
C4,0,0,0,1,1,0,0,1,0,1,1,1,1,0.3333333333333333,0.14285714285714285,0.023677440102910435
C1,0,0,1,0,0,1,0,1,0,1,1,1,1,0.0,0.14285714285714285,0.634336308088117
C5,0,0,0,1,0,0,0,1,0,1,1,1,1,0.5,0.7142857142857142,0.6110709117221418
C5,0,0,0,1,0,0,0,1,0,1,1,1,1,1.0,0.42857142857142855,0.6035234764431581
C5,0,0,0,1,0,0,0,1,0,1,1,1,1,1.0,0.5714285714285714,0.6081665058691108
C5,0,0,0,1,0,0,0,1,0,1,1,1,1,0.8333333333333333,0.8571428571428571,0.609171490593343
C2,0,0,1,0,0,1,0,0,1,1,1,1,1,0.0,0.7142857142857142,0.07999678404888245
C5,1,1,1,1,1,1,0,0,1,1,1,1,1,0.0,0.14285714285714285,0.9377009969448464
C4,0,0,0,1,0,0,0,0,1,1,1,1,1,0.5,0.2857142857142857,0.6031516320951922
C4,0,0,1,1,1,0,0,0,1,1,1,1,1,0.16666666666666666,0.42857142857142855,0.4417108859945329
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.2857142857142857,0.15197378999839203
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.42857142857142855,0.15143109824730663
C4,0,0,1,0,0,1,0,1,1,1,1,1,1,0.16666666666666666,0.2857142857142857,0.15084820710725197
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.42857142857142855,0.2330358578549606
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.7142857142857142,0.19707750442193278
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.8571428571428571,0.7795968001286381
C5,1,0,1,1,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.42857142857142855,0.9859402637079916
C5,0,1,0,0,0,0,0,1,1,1,1,1,1,0.3333333333333333,0.2857142857142857,0.930786702042129
C5,0,0,0,1,0,1,0,1,1,1,1,1,1,0.8333333333333333,0.8571428571428571,0.3387401511497025
C5,0,0,0,1,1,0,0,1,1,1,1,1,1,1.0,0.5714285714285714,0.9849352789837594
C5,0,0,0,1,1,1,0,1,1,1,1,1,1,0.16666666666666666,0.2857142857142857,0.6743547998070429
C4,1,0,0,1,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.42857142857142855,0.15222503617945007
C4,0,0,0,0,0,1,0,1,1,1,1,1,1,0.8333333333333333,0.7142857142857142,0.08859945328831001
C4,0,0,1,0,0,0,0,1,1,1,1,1,1,1.0,0.5714285714285714,0.08884064962212575
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.6666666666666666,0.8571428571428571,0.08734322238301978
C2,1,0,1,1,0,1,0,1,1,1,1,1,1,0.0,0.8571428571428571,0.0749718604277215
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.0,0.2857142857142857,0.0894637401511497
C4,1,1,1,1,0,1,0,1,1,1,1,1,1,0.8333333333333333,0.5714285714285714,0.08933309213699951
C4,0,0,0,0,0,1,0,1,1,1,1,1,1,1.0,0.7142857142857142,0.20847403119472582
C2,0,0,1,0,1,1,0,1,1,1,1,1,1,0.0,0.5714285714285714,0.0787305032963499
C4,0,0,1,0,1,1,0,1,1,1,1,1,1,1.0,0.5714285714285714,0.0835946293616337
C4,0,1,0,0,0,0,0,1,1,1,1,1,1,0.5,0.42857142857142855,0.07037908023798038
C4,0,0,1,0,0,0,0,1,1,1,1,1,1,1.0,0.2857142857142857,0.08073042289757196
C4,1,1,1,1,1,1,0,1,1,1,1,1,1,0.0,0.5714285714285714,0.07481106287184434
C5,0,1,1,0,0,1,0,1,1,1,1,1,1,0.0,0.5714285714285714,0.9310881974593986
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.5714285714285714,0.07343423379964624
C4,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,0.7142857142857142,0.15177279305354557
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.0,0.42857142857142855,0.9279626949670365
C5,0,1,0,0,0,0,0,1,1,1,1,1,1,0.5,0.14285714285714285,0.9216312912043737
C5,0,1,0,0,0,0,0,1,1,1,1,1,1,1.0,0.7142857142857142,0.9246763949187972
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.3333333333333333,0.7142857142857142,0.3387703006914295
C5,1,1,0,0,0,0,0,1,1,1,1,1,1,0.5,0.8571428571428571,0.9108277054188776
C5,0,1,0,0,0,0,0,1,1,1,1,1,1,1.0,0.5714285714285714,0.725649220131854
C5,1,1,0,0,0,0,0,1,1,1,1,1,1,0.5,0.7142857142857142,0.9869050490432545
C5,0,1,0,0,0,0,0,1,1,1,1,1,1,0.0,0.7142857142857142,0.9377411963338157
C5,0,1,0,0,0,0,0,1,1,1,1,1,1,0.5,0.5714285714285714,0.9125763788390416
C5,1,1,0,0,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.7142857142857142,0.9182243929892265
C5,0,1,1,0,0,0,0,1,1,1,1,1,1,0.16666666666666666,0.5714285714285714,0.9279626949670365
C4,0,1,0,0,0,0,0,1,1,1,1,1,1,1.0,0.7142857142857142,0.1711790480784692
C5,0,1,0,0,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.8571428571428571,0.9196012220614247
C4,0,0,1,0,0,1,0,1,1,1,1,1,1,0.6666666666666666,0.7142857142857142,0.07775566811384467
C5,0,1,0,0,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.8571428571428571,0.9182243929892265
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.5,0.14285714285714285,0.3029124457308249
C5,0,1,0,0,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.5714285714285714,0.9116718925872327
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.0,0.5714285714285714,0.9276109503135552
C5,0,1,0,0,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.5714285714285714,0.921611191509889
C4,0,0,1,0,1,1,0,1,1,1,1,1,1,0.5,0.5714285714285714,0.07791646566972182
C5,0,1,0,0,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.42857142857142855,0.7346639331082168
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.6666666666666666,0.14285714285714285,0.07074087473870397
C4,0,0,0,0,0,1,0,1,1,1,1,1,1,1.0,0.8571428571428571,0.08800651230101303
C2,0,0,0,0,0,1,0,1,1,1,1,1,1,0.0,0.7142857142857142,0.07457991638527094
C4,0,0,1,0,1,1,0,1,1,1,1,1,1,0.8333333333333333,0.7142857142857142,0.07754462132175591
C4,0,0,1,0,1,1,0,1,1,1,1,1,1,0.6666666666666666,0.7142857142857142,0.08798641260652838
C4,0,0,1,1,1,1,0,1,1,1,1,1,1,0.16666666666666666,0.2857142857142857,0.9253698343785174
C4,0,0,0,0,0,1,0,1,1,1,1,1,1,0.8333333333333333,0.8571428571428571,0.15281797716674705
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.2857142857142857,0.19198223187007557
C4,0,1,1,1,1,1,0,1,1,1,1,1,1,1.0,0.7142857142857142,0.07453971699630166
C4,0,0,1,0,0,1,0,1,1,1,1,1,1,1.0,0.7142857142857142,0.07989628557645924
C5,0,1,0,0,0,0,0,1,1,1,1,1,1,1.0,0.5714285714285714,0.725649220131854
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.0,0.42857142857142855,0.48240271747869434
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.8333333333333333,0.42857142857142855,0.5662083936324168
C5,0,0,0,1,0,1,0,1,1,1,1,1,1,1.0,0.42857142857142855,0.8155149541726966
C4,0,0,1,0,0,0,0,1,1,1,1,1,1,1.0,0.42857142857142855,0.08271024280430937
C4,0,0,1,0,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.42857142857142855,0.08917229458112237
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.8333333333333333,0.5714285714285714,0.32913249718604276
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.3333333333333333,0.2857142857142857,0.35577464222543814
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.5,0.42857142857142855,0.3738844669561023
C4,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5,0.42857142857142855,0.07074087473870397
C2,0,0,1,0,0,0,0,1,1,1,1,1,1,0.16666666666666666,0.8571428571428571,0.30193761054831963
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.8571428571428571,0.070710725196977
C4,0,0,1,0,0,0,0,1,1,1,1,1,1,0.16666666666666666,0.42857142857142855,0.07959479015918958
C4,0,0,1,1,0,0,0,1,1,1,1,1,1,0.3333333333333333,0.2857142857142857,0.15281797716674705
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.42857142857142855,0.31061062871844347
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.5,0.8571428571428571,0.9795686605563595
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.7142857142857142,0.4436605563595433
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.5,0.5714285714285714,0.7546430294259527
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.16666666666666666,0.7142857142857142,0.9567856568580158
C4,1,0,0,0,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.2857142857142857,0.45293656536420646
C4,0,0,0,0,1,0,0,1,1,1,1,1,1,0.5,0.42857142857142855,0.07144436404566651
C5,1,1,1,1,1,1,0,1,1,1,1,1,1,0.3333333333333333,0.2857142857142857,0.94511778420968
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.7142857142857142,0.9551877311464866
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.6666666666666666,0.42857142857142855,0.12263828589805435
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.5714285714285714,0.9459619713780351
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.42857142857142855,0.9581524360829715
C4,0,0,0,1,1,0,0,1,1,1,1,1,1,0.5,0.42857142857142855,0.10754341534008682
C5,0,0,0,0,0,1,0,1,1,1,1,1,1,0.0,0.7142857142857142,0.6040259688052741
C2,0,0,0,1,0,0,0,1,1,1,1,1,1,0.0,0.7142857142857142,0.01871281556520341
C2,0,0,0,1,0,1,0,1,1,1,1,1,1,0.6666666666666666,0.2857142857142857,0.30469126869271584
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.0,0.2857142857142857,0.1608176555716353
C3,1,0,0,1,0,0,0,1,1,1,1,1,1,0.5,0.8571428571428571,0.2835765396365975
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.7142857142857142,0.15984282038913009
C4,0,1,0,0,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.5714285714285714,0.1659129281234925
C4,0,1,0,0,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.42857142857142855,0.12107050972825213
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.16666666666666666,0.42857142857142855,0.32292169159028783
C4,0,0,0,0,0,1,0,1,1,1,1,1,1,0.16666666666666666,0.42857142857142855,0.1748974915581283
C5,0,0,0,1,1,0,0,1,1,1,1,1,1,1.0,0.42857142857142855,0.8060982473066409
C4,0,1,0,1,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.7142857142857142,0.01861231709278019
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.7142857142857142,0.496723749799003
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.42857142857142855,0.15195369030390737
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.8571428571428571,0.9542430455057083
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.3333333333333333,0.5714285714285714,0.4842719890657662
C2,0,0,0,1,0,1,0,1,1,1,1,1,1,0.6666666666666666,0.42857142857142855,0.12263828589805435
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.8571428571428571,0.15197378999839203
C4,1,0,0,1,1,0,0,1,1,1,1,1,1,1.0,0.7142857142857142,0.15098890496864448
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.2857142857142857,0.22425229136517125
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.8333333333333333,1.0,0.1912184434796591
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.42857142857142855,0.030702283325293456
C5,0,1,0,0,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.7142857142857142,0.6552600900466313
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.7142857142857142,0.010823685479980704
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.7142857142857142,0.21164978292329956
C2,0,0,0,1,0,0,0,1,1,1,1,1,1,0.3333333333333333,0.7142857142857142,0.15286822640295866
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.5,0.5714285714285714,0.7788430615854639
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.7142857142857142,0.15212453770702686
C4,0,0,1,1,1,0,0,1,1,1,1,1,1,0.6666666666666666,0.14285714285714285,0.08265999356809776
C4,0,1,0,0,0,0,0,1,1,1,1,1,1,0.8333333333333333,1.0,0.08086107091172214
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.0,0.42857142857142855,0.08898134748351826
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.5,0.2857142857142857,0.06070107734362438
C4,0,0,0,0,1,1,0,1,1,1,1,1,1,0.8333333333333333,0.42857142857142855,0.0705298279466152
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.8333333333333333,0.42857142857142855,0.0866196333815726
C4,0,0,1,1,0,0,0,1,1,1,1,1,1,0.0,0.14285714285714285,0.0644697700594951
C2,0,0,1,1,0,1,0,1,1,1,1,1,1,0.0,0.7142857142857142,0.017848528702363725
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.14285714285714285,0.08106206785656858
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.8333333333333333,0.42857142857142855,0.08868990191349091
C4,0,1,1,1,1,1,0,1,1,1,1,1,1,0.8333333333333333,0.5714285714285714,0.19536903039073805
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.0,0.2857142857142857,0.07065042611352307
C4,0,0,0,1,1,0,0,1,1,1,1,1,1,0.5,0.42857142857142855,0.11611593503778743
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.16666666666666666,0.42857142857142855,0.07701197941791285
C2,0,0,0,1,0,0,0,1,1,1,1,1,1,0.5,0.5714285714285714,0.10052862196494614
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.16666666666666666,0.2857142857142857,0.1125683389612478
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.5,0.2857142857142857,0.11305073162887924
C4,1,0,0,1,0,0,0,1,1,1,1,1,1,0.0,0.2857142857142857,0.11414616497829233
C4,0,0,1,1,1,1,0,1,1,1,1,1,1,0.8333333333333333,0.42857142857142855,0.07961488985367422
C5,0,0,0,1,1,0,0,1,1,1,1,1,1,1.0,0.7142857142857142,0.87556279144557
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.0,0.42857142857142855,0.18157059012703006
C2,0,0,0,1,0,0,0,1,1,1,1,1,1,0.0,0.7142857142857142,0.19573082489146165
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.0,0.14285714285714285,0.1181259044862518
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.7142857142857142,0.10524200032159511
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.2857142857142857,0.030792731950474352
C4,0,0,1,1,1,1,0,1,1,1,1,1,1,0.0,0.2857142857142857,0.11749276410998552
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,0.5,0.42857142857142855,0.0890516964142145
C4,0,0,1,1,0,1,0,1,1,1,1,1,1,0.3333333333333333,0.14285714285714285,0.08097161923138768
C4,0,0,1,1,1,1,0,1,1,1,1,1,1,0.5,0.42857142857142855,0.07704212895963981
C4,0,0,0,1,0,0,0,1,1,1,1,1,1,1.0,0.42857142857142855,0.10955338478855121
C2,0,0,0,1,0,0,0,1,1,1,1,1,1,0.6666666666666666,0.7142857142857142,0.19210283003698345
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.0,0.5714285714285714,0.19219327866216432
C4,0,0,0,1,1,0,0,1,1,1,1,1,1,0.8333333333333333,0.42857142857142855,0.15222503617945007
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,0.0,0.2857142857142857,0.11749276410998552
C4,1,0,0,1,0,0,1,1,1,1,1,1,1,1.0,0.7142857142857142,0.2251869271587072
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.8571428571428571,0.6552600900466313
C5,0,0,0,1,0,0,0,1,1,1,1,1,1,0.8333333333333333,0.5714285714285714,0.9895582087152275
C4,0,1,0,1,0,0,0,1,1,1,1,1,1,0.16666666666666666,0.14285714285714285,0.4341634507155491
C5,0,0,0,1,1,1,0,1,1,1,1,1,1,0.3333333333333333,0.42857142857142855,0.8606186685962374
C3,0,0,0,1,1,1,1,1,1,1,1,1,1,1.0,0.8571428571428571,0.2081825856246985
C4,0,0,0,1,1,1,0,1,1,1,1,1,1,1.0,0.14285714285714285,0.15291847563917027
